"Time_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  ,"Cauchy[tavg[CD]]","Cauchy[tavg[CL]]"
        356,           9,       -9.35543956,      -6.421535439,      -6.627261895,       -3.84254994,      -5.875529868,      0.9329898399,      0.2788212615,      0.7541470808,                 0,                 0,                 0,     0.04901552935,     0.04614683084,      0.8027138876,                 0,       2.704768914,      0.8673129679,       -3.21783057,      -3.435520919,      -3.273808432,      -3.140687858,      -5.053404477,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        357,           9,      -9.351320419,      -6.421681157,      -6.625449039,      -3.838290995,      -5.872639766,      0.9329898399,      0.2841980953,      0.7575633067,                 0,                 0,                 0,     0.05071604819,     0.05028991472,      0.8075528747,                 0,       2.665617115,      0.8752710236,      -3.207390728,      -3.429064677,      -3.271099181,      -3.130205159,      -5.041937226,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        358,           9,       -9.35025344,      -6.422397043,      -6.624169257,      -3.837651016,      -5.904295277,      0.9329898399,      0.2896223689,      0.7606842103,                 0,                 0,                 0,     0.05243493525,     0.05456470949,      0.8121233139,                 0,       2.626469127,      0.8812288358,      -3.198021097,      -3.422889642,      -3.267581218,      -3.120702211,      -5.064610241,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        359,           9,      -9.351871521,      -6.424545304,      -6.624885825,      -3.840387938,      -5.892688578,      0.9329898399,      0.2950927365,      0.7636320965,                 0,                 0,                 0,     0.05418256914,     0.05893416958,      0.8165417721,                 0,       2.587769884,      0.8861864301,      -3.190832669,      -3.417930901,      -3.264853727,       -3.11364643,      -5.043760661,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        360,           9,      -9.356347689,      -6.427699014,      -6.627965232,      -3.845904799,      -5.880117569,      0.9329898399,      0.3006007181,      0.7665014259,                 0,                 0,                 0,     0.05595366535,     0.06336256776,      0.8208961034,                 0,       2.549898852,      0.8921437751,      -3.187762334,       -3.41386686,      -3.263404519,      -3.110533009,       -5.02169208,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        361,           9,      -9.388841047,      -6.453244082,      -6.655417136,       -3.87727381,       -5.78936122,      0.9329898399,      0.3061311664,      0.7693476909,                 0,                 0,                 0,     0.05772855609,     0.06781919443,      0.8252349468,                 0,       2.513130891,      0.8961009882,      -3.214601814,      -3.432169831,       -3.28544954,      -3.135117493,      -4.921183852,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        362,           9,      -9.399528787,      -6.463962757,      -6.661893744,      -3.888852734,      -5.908980599,      0.9329898399,      0.3116529589,      0.7721595885,                 0,                 0,                 0,     0.05947514169,     0.07227759159,      0.8295383937,                 0,       2.477626368,       0.901058004,      -3.221288055,      -3.435495597,      -3.285912119,       -3.14138458,      -5.030854886,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        363,           9,      -9.410261801,      -6.473269339,       -6.66737933,      -3.900395609,      -5.989330302,      0.9329898399,      0.3171369063,      0.7749150193,                 0,                 0,                 0,     0.06116924366,     0.07671630657,      0.8337767764,                 0,       2.443471586,      0.9060149259,      -3.229050914,      -3.436976279,      -3.285163031,      -3.148307852,      -5.101059792,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        364,           9,      -9.421154173,      -6.481513837,      -6.671555473,      -3.911684454,      -5.973464517,      0.9329898399,      0.3225608104,      0.7775902263,                 0,                 0,                 0,     0.06280024163,     0.08112105706,      0.8379208856,                 0,       2.410677929,      0.9089717775,      -3.236601539,      -3.436588861,      -3.283222779,      -3.154082792,       -5.07458503,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        365,           9,      -9.430000311,      -6.490392395,      -6.676958069,      -3.920933306,      -5.956835627,      0.9329898399,      0.3279154255,       0.780178431,                 0,                 0,                 0,     0.06437544521,     0.08548498307,       0.841961536,                 0,       2.379206254,      0.9149285635,      -3.240120113,      -3.435891469,      -3.282759849,      -3.155143542,      -5.047136548,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        366,           9,      -9.438426666,      -6.498008968,      -6.683127098,      -3.929707382,      -5.815630874,      0.9329898399,      0.3332049113,      0.7826883989,                 0,                 0,                 0,     0.06591423822,     0.08980949989,      0.8459083263,                 0,       2.348970176,      0.9208852954,      -3.240494272,      -3.433058354,      -3.282980967,      -3.152402873,      -4.894565478,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        367,           9,      -9.446740436,      -6.506162662,      -6.690940413,      -3.938160056,      -6.021951396,      0.9329898399,      0.3384375822,       0.785126889,                 0,                 0,                 0,     0.06743180174,     0.09410058244,      0.8497701508,                 0,       2.319857281,      0.9238422505,      -3.238493778,      -3.430194338,      -3.283980625,       -3.14695189,       -5.08861467,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        368,           9,      -9.453943118,      -6.512782276,      -6.700475119,      -3.945404163,      -6.016457705,      0.9329898399,      0.3436194918,      0.7874961566,                 0,                 0,                 0,     0.06893280199,      0.0983633605,      0.8535509365,                 0,       2.291768003,      0.9277993243,      -3.234293729,      -3.425609502,      -3.285458863,      -3.139620934,      -5.070216172,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        369,           9,        -9.4609065,      -6.521217247,      -6.710752237,      -3.952929779,      -5.909405362,      0.9329898399,      0.3487504546,      0.7897864943,                 0,                 0,                 0,     0.07041564019,      0.1026004946,      0.8572413456,                 0,       2.264617821,      0.9317565343,      -3.229594158,      -3.422936002,      -3.286542274,      -3.133132055,      -4.949793914,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        370,           9,      -9.467931785,      -6.530261499,      -6.721208101,      -3.960612439,      -6.005143251,      0.9329898399,      0.3538275837,      0.7919829723,                 0,                 0,                 0,      0.0718756266,      0.1068135893,      0.8608262569,                 0,       2.238330218,      0.9337141396,      -3.225065909,      -3.421050759,      -3.287103174,      -3.127959285,      -5.031782717,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        371,           9,      -9.475647837,      -6.539198448,      -6.732442531,      -3.968860444,      -5.993529731,      0.9329898399,       0.358840173,      0.7940621131,                 0,                 0,                 0,     0.07330204884,      0.1109992704,      0.8642800884,                 0,       2.212857347,      0.9356720825,      -3.221195411,      -3.419066799,      -3.288173783,      -3.124373198,      -5.006013944,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        372,           9,      -9.484144047,      -6.550751005,      -6.745440678,       -3.97825224,      -6.026473312,      0.9329898399,       0.363762483,      0.7959793844,                 0,                 0,                 0,     0.07467962491,       0.115145943,      0.8675527283,                 0,       2.188184383,      0.9396303104,      -3.217478203,      -3.419458329,      -3.290967917,      -3.122253738,      -5.024495445,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        373,           9,      -9.499346118,      -6.562726104,       -6.76069936,      -3.993207845,       -6.04988963,      0.9329898399,       0.368568947,      0.7976924422,                 0,                 0,                 0,     0.07599064544,      0.1192415378,      0.8705962077,                 0,       2.164296392,      0.9415891376,      -3.219228237,      -3.419871441,      -3.295976698,      -3.125269436,      -5.033049191,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        374,           9,      -9.511496214,       -6.57383833,       -6.77436634,       -4.00594482,      -6.043538895,      0.9329898399,      0.3732329682,      0.7991585533,                 0,                 0,                 0,     0.07722092255,       0.123273114,      0.8733618845,                 0,       2.141178892,      0.9435484542,      -3.216270622,      -3.418919216,      -3.299190066,      -3.125094696,      -5.011584066,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        375,           9,      -9.526328386,      -6.586170406,      -6.788354185,       -4.02080909,      -6.068760528,      0.9329898399,      0.3777358628,      0.8003593806,                 0,                 0,                 0,     0.07836453497,      0.1272281656,      0.8758267603,                 0,       2.118833448,      0.9465084179,      -3.214603285,      -3.418671847,      -3.302198625,      -3.126253632,      -5.021485864,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        376,           9,       -9.54307937,      -6.599945284,      -6.802844118,      -4.037897665,      -6.032545503,      0.9329898399,      0.3820676468,      0.8012950228,                 0,                 0,                 0,     0.07942364657,      0.1310971159,      0.8779880104,                 0,       2.097259555,       0.948469046,      -3.214347259,      -3.419385697,      -3.304851826,      -3.129606769,      -4.969848812,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        377,           9,      -9.574256492,      -6.621837186,      -6.824811451,      -4.068178124,      -6.074435518,      0.9329898399,       0.386225142,      0.8019844868,                 0,                 0,                 0,     0.08040239441,      0.1348713686,      0.8798628821,                 0,       2.076468877,      0.9494304978,      -3.228979274,      -3.427751935,      -3.313942348,      -3.146815808,      -4.996211687,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        378,           9,      -9.593109971,      -6.631459464,      -6.835913359,      -4.085884047,      -6.087788119,      0.9329898399,      0.3902115725,      0.8024622948,                 0,                 0,                 0,      0.0813119097,      0.1385439135,      0.8814853317,                 0,           2.05648,      0.9513927383,      -3.232274149,      -3.423349622,      -3.311219192,      -3.152232107,      -4.993829927,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        379,           9,      -9.613141876,      -6.646950842,       -6.84960776,      -4.105832706,      -6.111119789,      0.9329898399,      0.3940265608,      0.8027616679,                 0,                 0,                 0,     0.08215853232,      0.1421046767,      0.8828870182,                 0,       2.037328819,      0.9523558517,      -3.237824822,      -3.424217962,      -3.310514301,      -3.160381466,      -5.000972961,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        380,           9,      -9.630280052,      -6.659838886,      -6.861798675,      -4.123062501,      -6.016036177,      0.9329898399,      0.3976648945,      0.8029108622,                 0,                 0,                 0,     0.08294722481,      0.1455404124,      0.8840934393,                 0,       2.019063974,      0.9533199392,      -3.241360031,      -3.421774357,      -3.308234261,      -3.165875423,      -4.889464221,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        381,           9,      -9.652417719,      -6.683113901,      -6.882952417,      -4.145934686,      -6.084702846,      0.9329898399,      0.4011265139,      0.8029350041,                 0,                 0,                 0,     0.08367185717,      0.1488437171,      0.8851286058,                 0,       2.001700152,      0.9542850337,      -3.250440087,      -3.428864505,      -3.315363764,      -3.176784561,      -4.941535404,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        382,           9,      -9.673433909,      -6.704580962,       -6.90269693,      -4.167936189,       -6.18155147,      0.9329898399,      0.4044025619,      0.8028410515,                 0,                 0,                 0,     0.08433003242,      0.1520040864,      0.8859965823,                 0,        1.98525214,      0.9562511518,      -3.258792189,       -3.43319769,      -3.321890522,      -3.186575489,      -5.021508197,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        383,           9,      -9.695804852,      -6.729678152,      -6.925573418,      -4.191105376,      -6.155123996,      0.9329898399,      0.4074854011,      0.8026235833,                 0,                 0,                 0,      0.0849186817,      0.1550158018,      0.8866899513,                 0,       1.969698991,      0.9562184619,      -3.268710912,      -3.440234405,      -3.332474525,      -3.197163439,      -4.977947217,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        384,           9,      -9.716352872,      -6.756689921,      -6.948937153,       -4.21253415,      -6.191195061,      0.9329898399,      0.4103721057,       0.802281231,                 0,                 0,                 0,     0.08543598101,      0.1578764652,      0.8872065489,                 0,       1.955009173,      0.9581869097,      -3.276530862,      -3.448225931,      -3.344197402,      -3.205140391,      -4.996913436,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        385,           9,      -9.734119718,      -6.780377021,      -6.969645903,      -4.230976774,      -6.237487702,      0.9329898399,      0.4130547989,      0.8018014176,                 0,                 0,                 0,     0.08588234425,      0.1605822214,      0.8875320447,                 0,       1.941150229,      0.9581566478,      -3.280883912,      -3.452112828,      -3.353546787,      -3.208819117,      -5.026184665,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        386,           9,      -9.753445166,      -6.806940637,      -6.992237518,      -4.250226977,      -6.148693915,      0.9329898399,      0.4155347622,      0.8011875833,                 0,                 0,                 0,     0.08625698402,      0.1631332898,      0.8876701032,                 0,       1.928087987,      0.9581276888,      -3.285665553,      -3.458217141,      -3.364726714,      -3.211562348,      -4.921010056,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        387,           9,      -9.776083614,      -6.833307381,      -7.014749393,        -4.2731048,      -6.279410395,      0.9329898399,      0.4178091587,      0.8004393331,                 0,                 0,                 0,      0.0865668168,      0.1655270732,      0.8876195171,                 0,       1.915801309,      0.9581000939,      -3.292187111,      -3.463587427,      -3.375616173,      -3.215860134,      -5.035732173,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        388,           9,      -9.799436947,       -6.86089115,      -7.038866169,      -4.296865999,      -6.309016664,      0.9329898399,      0.4198753767,      0.7995592801,                 0,                 0,                 0,     0.08681824231,      0.1677603099,      0.8873820219,                 0,       1.904277613,      0.9600738637,      -3.297534312,      -3.469822716,      -3.387991311,      -3.218804862,      -5.049731591,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        389,           9,      -9.819875211,      -6.882940127,      -7.060131694,      -4.316798474,      -6.297765156,      0.9329898399,      0.4217274749,       0.798548716,                 0,                 0,                 0,     0.08701735412,      0.1698269405,      0.8869571158,                 0,       1.893518359,       0.959049182,       -3.29802906,      -3.470321463,      -3.397616858,      -3.215760705,      -5.023033993,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        390,           9,      -9.844590502,      -6.910522111,      -7.083848913,      -4.341411036,       -6.36226872,      0.9329898399,      0.4233677159,      0.7974225383,                 0,                 0,                 0,     0.08716684405,      0.1717247733,      0.8863597067,                 0,        1.88352231,      0.9590259951,      -3.301211835,       -3.47626191,       -3.40996957,      -3.215667949,      -5.072705632,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        391,           9,      -9.870033796,      -6.938125889,      -7.109437687,      -4.366647203,      -6.287574544,      0.9329898399,      0.4247952274,      0.7961854715,                 0,                 0,                 0,     0.08727158059,      0.1734515926,      0.8855940578,                 0,       1.874280642,      0.9590043838,      -3.304359191,      -3.482259929,      -3.424479756,      -3.215386637,      -4.983998123,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        392,           9,         -9.893644,      -6.965176444,      -7.134511459,      -4.390126947,      -6.369914846,      0.9329898399,      0.4260059975,      0.7948340488,                 0,                 0,                 0,     0.08733206657,      0.1750045757,      0.8846556808,                 0,       1.865781359,      0.9579844362,       -3.30595943,      -3.487948763,      -3.438579196,       -3.21369383,      -5.053275178,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        393,           9,      -9.918807482,      -6.994341795,      -7.163252685,      -4.415204179,      -6.457156338,      0.9329898399,      0.4269991925,      0.7933670446,                 0,                 0,                 0,     0.08734258652,      0.1763832833,      0.8835431598,                 0,        1.85800596,      0.9589660932,      -3.310043815,      -3.496375607,      -3.456161375,         -3.214673,      -5.128536743,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        394,           9,      -9.938974518,      -7.017067115,      -7.187174131,      -4.434439321,      -6.458254367,      0.9329898399,      0.4277668684,      0.7917599049,                 0,                 0,                 0,     0.08729785796,      0.1775872976,      0.8822306912,                 0,       1.850914513,      0.9589494924,      -3.309869721,      -3.499458906,      -3.468484884,      -3.210700099,      -5.118744171,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        395,           9,      -9.961287289,      -7.043985062,      -7.214197013,      -4.456238949,      -6.447824474,      0.9329898399,       0.428299825,      0.7899859879,                 0,                 0,                 0,     0.08718811693,      0.1786156097,      0.8806901073,                 0,       1.844469555,      0.9599346164,      -3.311598214,      -3.508237738,       -3.48331862,      -3.209135122,      -5.098463834,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        396,           9,       -9.98623051,      -7.071904314,       -7.24373984,      -4.480922155,      -6.465263836,      0.9329898399,       0.428588393,       0.788013546,                 0,                 0,                 0,     0.08700469284,      0.1794682548,      0.8788882209,                 0,       1.838625494,      0.9599215584,      -3.314660629,      -3.519777167,       -3.50045801,      -3.209196377,      -5.106920007,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        397,           9,      -10.01333352,      -7.100743395,      -7.274555578,      -4.508658966,      -6.531365692,      0.9329898399,      0.4286232572,       0.785810574,                 0,                 0,                 0,     0.08674166789,      0.1801456823,      0.8767917016,                 0,       1.833336294,      0.9609102935,      -3.317643755,      -3.534035029,      -3.519224485,      -3.210236188,      -5.164929885,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        398,           9,      -10.04299204,      -7.128382872,      -7.304105347,      -4.539609428,      -6.553007773,      0.9329898399,      0.4283975176,      0.7833536302,                 0,                 0,                 0,     0.08639629499,      0.1806481473,      0.8743761147,                 0,       1.828567155,      0.9609009067,      -3.320570485,      -3.548841423,      -3.537723879,      -3.212393917,       -5.17923066,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        399,           9,      -10.09323166,      -7.163033897,      -7.344199388,      -4.589083636,      -6.567535055,      0.9329898399,      0.4279112576,       0.780644603,                 0,                 0,                 0,     0.08596917148,      0.1809751774,      0.8716432904,                 0,       1.824314245,      0.9618933778,      -3.341835312,      -3.572427685,      -3.568179136,      -3.231890648,      -5.187234057,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        400,           9,      -10.12290387,      -7.194081593,      -7.373006801,      -4.620571408,      -6.588889971,      0.9329898399,      0.4271686559,      0.7776943467,                 0,                 0,                 0,     0.08546673762,      0.1811275953,      0.8686048306,                 0,       1.820579146,       0.960887783,       -3.34155355,      -3.594380039,       -3.58877401,      -3.234020595,       -5.20291067,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        401,           9,      -10.14266592,      -7.221012143,      -7.399288662,      -4.641342658,      -6.620403688,      0.9329898399,      0.4261783197,      0.7745365875,                 0,                 0,                 0,     0.08489512008,      0.1811037716,      0.8652955041,                 0,       1.817400256,      0.9608840683,      -3.332399234,      -3.614540971,      -3.608006894,       -3.22838529,      -5.229775405,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        402,           9,      -10.15153051,      -7.242464335,      -7.421496758,      -4.650553011,      -6.642685497,      0.9329898399,      0.4249526339,      0.7712156559,                 0,                 0,                 0,     0.08426381551,      0.1809025888,      0.8617613256,                 0,       1.814827335,      0.9598822963,      -3.315685131,      -3.631977969,      -3.624120114,      -3.216476073,      -5.248793984,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        403,           9,      -10.15273668,      -7.256144101,      -7.437837854,      -4.652075579,      -6.605241873,      0.9329898399,       0.423506501,      0.7677805942,                 0,                 0,                 0,     0.08358229047,      0.1805239599,      0.8580535514,                 0,       1.812913361,      0.9598824185,       -3.29656075,      -3.644798695,      -3.635431057,      -3.204012945,      -5.209676701,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        404,           9,       -10.1370282,      -7.248707451,      -7.433381784,      -4.637292122,      -6.638214423,      0.9329898399,      0.4218531651,      0.7642718163,                 0,                 0,                 0,     0.08285903159,      0.1799687343,      0.8542147018,                 0,       1.811701036,      0.9588844765,      -3.266683255,      -3.639908621,      -3.627449348,      -3.183169399,       -5.24263215,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        405,           9,       -10.1299783,      -7.229739503,      -7.429784333,      -4.627665591,      -6.610324211,      0.9329898399,      0.4200028116,       0.760714223,                 0,                 0,                 0,     0.08209792797,       0.179239372,      0.8502715674,                 0,       1.811212216,      0.9578884609,      -3.251280216,      -3.626827379,      -3.622361557,      -3.174633346,      -5.216337785,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        406,           9,       -10.1153293,      -7.200583404,      -7.416721197,      -4.609749543,      -6.576906818,      0.9329898399,      0.4179605739,      0.7571095289,                 0,                 0,                 0,     0.08130106595,       0.178340281,      0.8462272888,                 0,       1.811437672,      0.9578943238,      -3.232849707,      -3.606454987,       -3.61019853,      -3.162907477,      -5.186119661,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        407,           9,      -10.09855846,      -7.169498484,      -7.399518496,      -4.590693354,      -6.571654168,      0.9329898399,      0.4157258943,      0.7534368628,                 0,                 0,                 0,     0.08046580196,        0.17727703,      0.8420617436,                 0,        1.81234047,      0.9589020503,      -3.215823041,      -3.586387365,      -3.596396386,      -3.153379328,      -5.185507615,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        408,           9,      -10.07812101,      -7.141880219,      -7.379053326,      -4.569949121,      -6.540124599,      0.9329898399,      0.4132950317,      0.7496580725,                 0,                 0,                 0,      0.0795864629,      0.1760571958,      0.8377373531,                 0,       1.813856967,      0.9579117021,      -3.198868196,      -3.571415442,      -3.581706879,      -3.145552793,      -5.159764801,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        409,           9,      -10.06547273,      -7.120226146,      -7.359964748,      -4.557326257,      -6.565326869,      0.9329898399,      0.4106619032,      0.7457253328,                 0,                 0,                 0,     0.07865541118,      0.1746889443,      0.8332066031,                 0,       1.815910672,      0.9579231719,      -3.194959219,      -3.563713101,      -3.570332901,      -3.150943703,      -5.191674847,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        410,           9,      -10.04613093,      -7.100200481,      -7.333799342,      -4.538684715,       -6.53685413,      0.9329898399,      0.4078228573,      0.7415968696,                 0,                 0,                 0,      0.0776666099,      0.1731809971,      0.8284284774,                 0,       1.818428899,      0.9569364757,      -3.191226003,      -3.558899809,      -3.553080795,      -3.156760888,      -5.170507077,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        411,           9,       -10.0260669,      -7.083732008,      -7.306843357,      -4.518209523,      -6.575768853,      0.9329898399,      0.4047760632,      0.7372419661,                 0,                 0,                 0,     0.07661377544,       0.171540584,      0.8233730661,                 0,       1.821357617,      0.9569515501,      -3.193546559,      -3.558930885,      -3.535465804,      -3.166006078,      -5.217187911,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        412,           9,      -10.00667282,      -7.071073584,      -7.283486412,      -4.497773596,      -6.567757357,      0.9329898399,      0.4015237981,      0.7326501262,                 0,                 0,                 0,     0.07549567504,      0.1697729514,      0.8180309975,                 0,       1.824674227,       0.956968371,      -3.200936429,      -3.563925655,      -3.521501051,       -3.17703102,      -5.217257847,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        413,           9,      -9.983468117,      -7.057121193,      -7.260083031,       -4.47389171,      -6.526046844,      0.9329898399,      0.3980729167,       0.727834111,                 0,                 0,                 0,     0.07431403681,      0.1678809237,      0.8124164792,                 0,       1.828393946,      0.9559869289,      -3.205281098,      -3.568421449,      -3.507870919,      -3.182578199,      -5.184437262,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        414,           9,      -9.963459431,      -7.045615048,      -7.242601625,        -4.4540406,      -6.471108861,      0.9329898399,      0.3944336304,       0.722826088,                 0,                 0,                 0,     0.07307617914,      0.1658648611,      0.8065632586,                 0,       1.832567085,      0.9560071228,        -3.2106535,      -3.575745498,      -3.501372517,      -3.188125856,      -5.138866083,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        415,           9,      -9.943513552,      -7.028962655,      -7.222546083,      -4.435079684,      -6.483476019,      0.9329898399,       0.390620396,      0.7176740102,                 0,                 0,                 0,     0.07179061253,      0.1637245687,      0.8005214203,                 0,       1.837267121,      0.9540289814,      -3.212921229,      -3.578032109,      -3.494320312,      -3.190816956,      -5.160974218,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        416,           9,      -9.923746021,      -7.006889928,      -7.199347719,      -4.416210831,      -6.362798725,      0.9329898399,      0.3866489252,      0.7124266063,                 0,                 0,                 0,     0.07046884536,      0.1614608247,      0.7943421573,                 0,       1.842567145,       0.954052365,      -3.213064308,      -3.574929927,      -3.486474166,      -3.191590214,      -5.050417227,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
